kl_ip,kl_threat_score,kl_category,kl_first_seen,kl_popularity
1.55.219.82,74,spam,06.11.2019 10:10,1
1.162.108.102,74,spam,13.01.2020 02:30,1
1.160.167.222,74,spam,14.03.2020 06:00,1
1.162.97.50,74,spam,06.04.2020 06:00,1
1.161.162.182,74,spam,28.09.2018 02:00,1
1.160.160.66,74,spam,29.03.2020 10:00,1
1.54.169.72,74,spam,31.03.2020 02:10,1
1.46.10.29,74,spam,10.04.2020 09:50,1
1.53.253.16,74,spam,10.04.2020 17:50,1
1.54.30.94,74,spam,10.04.2020 17:50,1
1.53.211.91,74,spam,10.04.2020 13:50,1
1.53.112.169,74,spam,10.04.2020 13:50,1
1.22.125.8,74,spam,10.04.2020 13:50,1
1.52.9.82,74,spam,07.04.2020 09:50,1
1.52.194.168,74,spam,10.04.2020 09:50,1
1.162.193.77,74,spam,10.04.2020 09:50,1
1.22.193.17,74,spam,31.03.2020 18:00,1
1.164.170.99,74,spam,06.12.2019 05:50,1
1.55.93.74,74,spam,17.08.2017 06:40,1
1.54.5.1,74,spam,30.03.2020 05:50,1
1.162.163.15,74,spam,10.04.2020 02:00,1
1.22.165.35,74,spam,10.04.2020 02:00,1
1.55.55.180,74,spam,10.04.2020 02:00,1
1.55.55.233,74,spam,10.04.2020 02:00,1
1.164.173.248,74,spam,19.03.2020 06:10,1
1.53.237.173,74,spam,09.04.2020 22:00,1
1.53.199.192,74,spam,29.11.2016 14:40,1
1.54.251.241,74,spam,09.04.2020 18:00,1
1.52.199.23,74,spam,05.04.2020 14:00,1
1.55.142.229,74,spam,04.08.2016 15:20,1
1.52.205.238,74,spam,09.04.2020 13:50,1
1.55.207.151,74,spam,02.08.2016 02:50,1
1.55.51.47,74,spam,09.04.2020 10:00,1
1.162.56.139,74,spam,09.04.2020 10:00,1
1.54.214.8,74,spam,28.06.2017 06:30,1
1.162.192.17,74,spam,09.04.2020 06:00,1
1.162.192.60,74,spam,09.04.2020 06:00,1
1.163.28.110,74,spam,09.04.2020 06:00,1
1.163.33.144,74,spam,09.04.2020 06:00,1
1.53.225.212,74,spam,09.04.2020 06:00,1
1.164.171.147,74,spam,25.03.2020 09:50,1
1.53.210.42,74,spam,23.08.2016 02:40,1
1.52.66.191,74,spam,06.06.2016 14:30,1
1.47.15.222,74,spam,06.04.2020 17:50,1
1.160.16.74,74,spam,08.04.2020 10:00,1
1.39.29.44,74,spam,08.04.2020 10:00,1
1.164.175.231,74,spam,08.04.2020 10:00,1
1.163.38.218,74,spam,05.11.2019 05:50,1
1.53.114.231,74,spam,01.08.2019 06:20,1
1.55.235.106,74,spam,30.06.2017 20:10,1
1.54.18.242,74,spam,08.04.2020 06:10,1
1.162.217.210,74,spam,08.04.2020 06:10,1
1.162.105.14,74,spam,08.04.2020 06:10,1
1.23.253.34,74,spam,08.04.2020 06:10,1
1.160.6.61,74,spam,08.04.2020 06:10,1
1.55.206.99,74,spam,06.06.2016 07:00,1
1.52.213.27,74,spam,20.03.2020 02:00,1
1.160.163.110,74,spam,25.02.2020 01:50,1
1.160.27.46,74,spam,08.04.2020 01:50,1
1.54.198.49,74,spam,04.04.2020 17:50,1
1.162.109.88,74,spam,17.01.2020 09:50,1
1.52.37.180,74,spam,05.01.2017 14:40,1
1.46.172.26,74,spam,07.04.2020 21:50,1
1.53.142.142,74,spam,28.06.2019 06:13,1
1.23.225.61,74,spam,28.02.2018 13:40,1
1.22.103.108,74,spam,07.04.2020 18:00,1
1.53.38.115,74,spam,07.04.2020 18:00,1
1.54.205.69,74,spam,31.08.2019 18:20,1
1.39.196.82,74,spam,30.03.2020 18:10,1
1.53.151.227,74,spam,05.04.2020 14:00,1
1.53.225.5,74,spam,05.04.2020 05:50,1
1.53.205.123,74,spam,07.04.2020 13:50,1
1.52.173.121,74,spam,07.04.2020 13:50,1
1.52.198.1,74,spam,04.04.2020 05:50,1
1.163.27.160,74,spam,04.04.2020 02:00,1
1.53.243.55,74,spam,02.04.2020 18:00,1
1.162.209.178,74,spam,15.03.2020 22:00,1
1.47.196.88,74,spam,07.04.2020 02:00,1
1.55.94.171,74,spam,22.11.2019 14:10,1
1.39.30.11,74,spam,07.04.2020 09:50,1
1.160.165.17,74,spam,13.08.2019 06:20,1
1.55.92.161,74,spam,07.04.2020 06:00,1
1.55.109.212,74,spam,25.07.2016 14:40,1
1.55.164.91,74,spam,31.10.2016 10:40,1
1.160.16.24,74,spam,07.04.2020 02:00,1
1.23.195.65,74,spam,07.04.2020 02:00,1
1.52.235.229,74,spam,07.04.2020 02:00,1
1.53.38.30,74,spam,06.04.2020 22:00,1
1.52.137.168,74,spam,06.04.2020 22:00,1
1.46.131.63,74,spam,06.04.2020 22:00,1
1.55.191.140,74,spam,06.04.2020 22:00,1
1.55.1.4,74,spam,06.04.2020 22:00,1
1.55.109.184,74,spam,06.04.2020 17:50,1
1.53.183.250,74,spam,06.04.2020 17:50,1
1.52.167.5,74,spam,06.04.2020 13:50,1
1.53.199.82,74,spam,26.12.2017 05:40,1
1.46.4.203,74,spam,06.04.2020 09:50,1
1.23.104.244,74,spam,06.04.2020 09:50,1
1.160.1.84,74,spam,11.10.2016 14:40,1
1.39.25.31,74,spam,06.08.2016 18:40,1
1.39.25.50,74,spam,28.07.2016 18:41,1
1.38.182.120,74,spam,06.04.2020 06:00,1
1.160.38.162,74,spam,06.04.2020 06:00,1
1.162.98.91,74,spam,06.04.2020 06:00,1
1.163.163.178,74,spam,06.04.2020 06:00,1
1.162.101.178,74,spam,27.10.2019 06:20,1
1.160.10.66,74,spam,06.04.2020 02:00,1
1.160.165.39,74,spam,02.02.2020 06:00,1
1.31.63.173,74,spam,01.04.2020 17:50,1
1.53.14.244,74,spam,30.03.2020 14:00,1
1.53.23.18,74,spam,03.10.2016 03:10,1
1.52.235.241,74,spam,05.04.2020 18:00,1
1.53.6.164,74,spam,05.04.2020 18:00,1
1.23.230.51,74,spam,05.04.2020 18:00,1
1.46.64.156,74,spam,05.04.2020 18:00,1
1.163.130.104,74,spam,05.04.2020 18:00,1
1.39.200.32,74,spam,12.02.2020 09:50,1
1.55.51.155,74,spam,02.04.2020 21:50,1
1.39.22.34,74,spam,05.04.2020 14:00,1
1.55.59.80,74,spam,05.04.2020 10:00,1
1.164.175.39,74,spam,05.04.2020 10:00,1
1.164.172.224,74,spam,05.04.2020 10:00,1
1.46.102.157,74,spam,05.04.2020 05:50,1
1.161.99.180,74,spam,05.04.2020 05:50,1
1.53.6.173,74,spam,05.04.2020 05:50,1
1.160.161.221,74,spam,27.02.2020 01:50,1
1.162.102.198,74,spam,16.11.2019 01:50,1
1.52.168.89,74,spam,14.08.2019 10:10,1
1.160.161.141,74,spam,01.09.2016 23:10,1
1.55.192.179,74,spam,06.07.2016 11:11,1
1.35.178.11,74,spam,28.03.2020 10:00,1
1.164.174.9,74,spam,25.03.2020 06:00,1
1.164.175.139,74,spam,11.12.2019 01:50,1
1.59.183.253,74,spam,05.04.2020 01:50,1
1.47.224.217,74,spam,05.04.2020 01:50,1
1.163.29.64,74,spam,18.02.2020 02:10,1
1.162.223.151,74,spam,06.01.2020 10:00,1
1.53.2.172,74,spam,04.04.2020 21:50,1
1.53.156.197,74,spam,04.04.2020 21:50,1
1.55.198.159,74,spam,07.06.2016 06:50,1
1.164.241.137,74,spam,30.03.2020 01:50,1
1.53.167.100,74,spam,04.04.2020 17:50,1
1.46.67.184,74,spam,09.01.2017 23:20,1
1.52.121.44,74,spam,17.11.2016 02:40,1
1.163.29.25,74,spam,31.03.2020 02:10,1
1.53.217.7,74,spam,04.04.2020 13:50,1
1.132.182.24,74,spam,04.04.2020 13:50,1
1.46.41.241,74,spam,04.04.2020 13:50,1
1.46.3.221,74,spam,29.02.2020 09:50,1
1.46.160.1,74,spam,04.10.2016 06:10,1
1.55.210.134,74,spam,04.04.2020 09:50,1
1.55.52.29,74,spam,04.04.2020 09:50,1
1.162.101.184,74,spam,23.12.2019 02:00,1
1.53.219.235,74,spam,04.04.2020 05:50,1
1.53.196.76,74,spam,04.04.2020 05:50,1
1.160.166.34,74,spam,01.11.2019 10:00,1
1.53.8.148,74,spam,23.03.2020 01:50,1
1.53.54.37,74,spam,03.04.2020 10:00,1
1.164.169.115,74,spam,17.03.2020 01:50,1
1.53.212.18,74,spam,27.03.2020 06:00,1
1.55.186.245,74,spam,03.04.2020 22:00,1
1.39.200.77,74,spam,08.05.2019 13:40,1
1.53.37.184,74,spam,17.11.2016 10:40,1
1.23.78.123,74,spam,15.10.2016 10:40,1
1.47.45.58,74,spam,01.04.2020 10:00,1
1.132.140.117,74,spam,03.04.2020 14:00,1
1.55.52.206,74,spam,03.04.2020 10:00,1
1.53.212.3,74,spam,24.03.2020 13:50,1
1.52.198.148,74,spam,30.11.2019 05:50,1
1.23.196.120,74,spam,06.12.2016 10:50,1
1.160.4.181,74,spam,03.04.2020 05:50,1
1.52.173.5,74,spam,03.04.2020 05:50,1
1.163.34.12,74,spam,03.04.2020 05:50,1
1.164.170.186,74,spam,03.04.2020 05:50,1
1.163.55.149,74,spam,03.04.2020 02:00,1
1.163.34.215,74,spam,03.04.2020 02:00,1
1.163.29.134,74,spam,03.04.2020 02:00,1
1.52.153.159,74,spam,03.04.2020 02:00,1
1.160.39.82,74,spam,03.04.2020 02:00,1
1.23.225.145,74,spam,02.04.2020 18:00,1
1.46.32.124,74,spam,02.04.2020 18:00,1
1.52.106.167,74,spam,18.11.2016 18:40,1
1.52.153.158,74,spam,01.04.2020 14:00,1
1.53.200.47,74,spam,01.04.2020 05:50,1
1.55.15.211,74,spam,27.03.2020 10:10,1
1.164.174.45,74,spam,02.04.2020 09:50,1
1.53.130.74,74,spam,02.04.2020 09:50,1
1.162.215.1,74,spam,02.04.2020 09:50,1
1.35.178.19,74,spam,02.04.2020 09:50,1
1.162.102.66,74,spam,14.03.2020 21:50,1
1.162.220.60,74,spam,01.12.2019 02:00,1
1.132.131.167,74,spam,02.04.2020 06:00,1
1.164.170.157,74,spam,02.04.2020 06:00,1
1.164.172.54,74,spam,14.12.2019 05:50,1
1.163.43.209,74,spam,11.07.2016 07:00,1
1.162.110.124,74,spam,10.10.2019 02:10,1
1.164.170.191,74,spam,13.03.2020 09:50,1
1.163.41.235,74,spam,02.04.2020 01:50,1
1.162.217.81,74,spam,02.04.2020 01:50,1
1.160.15.164,74,spam,14.01.2020 13:50,1
1.162.109.14,74,spam,08.08.2019 10:20,1
1.55.181.22,74,spam,30.05.2016 03:00,1
1.47.8.186,74,spam,06.07.2016 11:13,1
1.55.103.48,74,spam,01.04.2020 17:50,1
1.53.75.125,74,spam,27.07.2016 14:30,1
1.53.36.112,74,spam,03.10.2016 14:50,1
1.46.160.211,74,spam,01.04.2020 14:00,1
1.132.240.56,74,spam,01.04.2020 14:00,1
1.47.194.208,74,spam,01.04.2020 10:00,1
1.53.36.164,74,spam,01.04.2020 10:00,1
1.162.208.138,74,spam,01.04.2020 10:00,1
1.55.54.86,74,spam,01.04.2020 10:00,1
1.55.164.115,74,spam,01.04.2020 10:00,1
1.160.163.78,74,spam,13.02.2020 10:00,1
1.162.96.7,74,spam,07.11.2019 02:00,1
1.55.164.29,74,spam,14.08.2016 15:01,1
1.164.171.218,74,spam,01.04.2020 05:50,1
1.162.214.243,74,spam,01.04.2020 05:50,1
1.162.223.139,74,spam,01.04.2020 05:50,1
1.46.66.159,74,spam,01.04.2020 05:50,1
1.47.98.243,74,spam,29.11.2017 13:50,1
1.164.168.98,74,spam,15.03.2020 17:50,1
1.163.36.193,74,spam,01.04.2020 01:50,1
1.160.23.53,74,spam,01.04.2020 01:50,1
1.160.26.164,74,spam,02.12.2019 06:00,1
1.22.209.194,74,spam,31.03.2020 22:20,1
1.54.124.139,74,spam,31.03.2020 22:20,1
1.38.166.208,74,spam,31.03.2020 18:00,1
1.55.92.230,74,spam,07.09.2016 09:00,1
1.161.93.166,74,spam,29.12.2019 22:00,1
1.55.117.59,74,spam,16.11.2016 10:40,1
1.160.167.118,74,spam,17.02.2020 06:00,1
1.23.232.201,74,spam,31.03.2020 10:10,1
1.52.174.18,74,spam,23.03.2020 14:00,1
1.163.26.117,74,spam,31.03.2020 06:00,1
1.161.165.116,74,spam,31.03.2020 06:00,1
1.163.40.219,74,spam,29.11.2019 07:30,1
1.54.197.33,74,spam,29.03.2020 06:00,1
1.52.103.153,74,spam,24.07.2019 18:20,1
1.162.102.208,74,spam,28.10.2019 08:56,1
1.162.208.222,74,spam,31.03.2020 02:10,1
1.160.2.24,74,spam,31.03.2020 02:10,1
1.163.52.250,74,spam,10.02.2020 01:50,1
1.164.172.44,74,spam,11.03.2020 06:00,1
1.164.174.40,74,spam,03.03.2020 06:20,1
1.164.172.71,74,spam,30.03.2020 05:50,1
1.119.196.246,74,spam,23.03.2020 22:00,1
1.39.77.66,74,spam,30.03.2020 18:10,1
1.56.223.13,74,spam,29.03.2020 06:00,1
1.54.97.13,74,spam,22.03.2020 06:00,1
1.47.33.57,74,spam,29.03.2020 10:00,1
1.53.11.222,74,spam,30.03.2020 14:00,1
1.54.79.165,74,spam,30.03.2020 14:00,1
1.39.143.126,74,spam,23.02.2019 09:40,1
1.52.195.205,74,spam,30.03.2020 09:50,1
1.55.55.237,74,spam,30.03.2020 09:50,1
1.39.24.13,74,spam,02.10.2016 19:34,1
1.60.117.36,74,spam,29.03.2020 14:00,1
1.55.251.41,74,spam,30.03.2020 05:50,1
1.163.43.246,74,spam,30.03.2020 05:50,1
1.132.181.133,74,spam,30.03.2020 05:50,1
1.160.7.74,74,spam,30.03.2020 05:50,1
1.52.196.61,74,spam,30.03.2020 05:50,1
1.52.174.184,74,spam,30.03.2020 05:50,1
1.152.139.19,74,spam,30.03.2020 01:50,1
1.163.51.32,74,spam,30.03.2020 01:50,1
1.162.106.247,74,spam,23.03.2020 06:00,1
1.162.223.233,74,spam,29.02.2020 09:50,1
1.160.163.170,74,spam,18.03.2020 10:00,1
1.53.36.251,74,spam,23.03.2020 06:00,1
1.52.51.127,74,spam,29.03.2020 21:50,1
1.46.131.39,74,spam,29.03.2020 21:50,1
1.38.92.119,74,spam,18.11.2018 05:50,1
1.132.225.131,74,spam,29.03.2020 17:50,1
1.47.108.147,74,spam,29.03.2020 14:00,1
1.38.165.11,74,spam,29.03.2020 14:00,1
1.54.251.0,74,spam,29.03.2020 14:00,1
1.46.231.247,74,spam,19.05.2018 09:40,1
1.55.239.102,74,spam,16.11.2016 06:40,1
1.160.34.11,74,spam,29.03.2020 10:00,1
1.38.89.70,74,spam,29.03.2020 10:00,1
1.53.243.159,74,spam,23.03.2020 18:00,1
1.162.107.222,74,spam,15.01.2020 02:10,1
1.160.11.108,74,spam,21.11.2019 10:00,1
1.46.75.82,74,spam,07.05.2019 09:40,1
1.160.29.164,74,spam,29.03.2020 06:00,1
1.53.196.166,74,spam,29.03.2020 06:00,1
1.53.154.232,74,spam,29.03.2020 06:00,1
1.53.2.59,74,spam,29.03.2020 06:00,1
1.163.42.2,74,spam,29.03.2020 06:00,1
1.55.205.16,74,spam,29.03.2020 06:00,1
1.54.252.21,74,spam,29.03.2020 06:00,1
1.55.92.2,74,spam,29.03.2020 06:00,1
1.164.172.81,74,spam,29.03.2020 06:00,1
1.54.208.151,74,spam,12.11.2016 02:40,1
1.164.174.217,74,spam,02.03.2020 05:50,1
1.162.98.160,74,spam,29.03.2020 02:00,1
1.160.32.49,74,spam,29.03.2020 02:00,1
1.160.13.95,74,spam,29.03.2020 02:00,1
1.160.161.171,74,spam,25.10.2019 18:20,1
1.158.94.162,74,spam,22.02.2020 13:50,1
1.47.131.56,74,spam,28.03.2020 18:10,1
1.22.121.75,74,spam,28.03.2020 18:10,1
1.53.148.70,74,spam,07.01.2020 05:50,1
1.38.128.87,74,spam,28.03.2020 14:00,1
1.38.200.224,74,spam,28.03.2020 14:00,1
1.39.30.12,74,spam,28.03.2020 14:00,1
1.52.36.96,74,spam,24.06.2017 18:40,1
1.53.39.52,74,spam,29.07.2016 19:40,1
1.53.48.90,74,spam,25.03.2020 17:50,1
1.47.232.169,74,spam,23.02.2020 18:00,1
1.47.195.9,74,spam,28.03.2020 10:00,1
1.38.244.8,74,spam,28.03.2020 10:00,1
1.38.200.18,74,spam,28.03.2020 10:00,1
1.163.30.81,74,spam,28.03.2020 10:00,1
1.35.177.193,74,spam,29.02.2020 02:00,1
1.35.178.162,74,spam,04.11.2019 09:50,1
1.47.1.148,74,spam,29.08.2016 13:30,1
1.55.126.125,74,spam,16.01.2020 05:50,1
1.55.207.231,74,spam,28.03.2020 06:10,1
1.162.109.192,74,spam,11.03.2018 05:40,1
1.54.227.136,74,spam,27.03.2020 14:10,1
1.164.168.151,74,spam,28.03.2020 01:50,1
1.160.34.187,74,spam,28.03.2020 01:50,1
1.160.22.126,74,spam,28.03.2020 01:50,1
1.53.17.16,74,spam,27.03.2020 21:50,1
1.52.125.64,74,spam,21.08.2017 06:20,1
1.53.80.161,74,spam,27.03.2020 17:50,1
1.53.37.150,74,spam,13.08.2016 03:00,1
1.53.198.147,74,spam,27.03.2020 14:10,1
1.47.199.5,74,spam,27.03.2020 14:10,1
1.55.1.210,74,spam,27.03.2020 14:10,1
1.55.100.72,74,spam,22.06.2016 07:00,1
1.55.52.224,74,spam,27.03.2020 10:10,1
1.46.141.111,74,spam,27.03.2020 10:10,1
1.52.184.224,74,spam,27.03.2020 10:10,1
1.53.154.151,74,spam,18.01.2020 18:00,1
1.162.102.245,74,spam,14.11.2019 01:50,1
1.163.26.244,74,spam,27.03.2020 06:00,1
1.52.27.244,74,spam,27.03.2020 06:00,1
1.160.38.118,74,spam,27.03.2020 06:00,1
1.163.169.67,74,spam,27.03.2020 06:00,1
1.164.169.49,74,spam,18.03.2020 02:00,1
1.53.36.202,74,spam,25.03.2020 22:10,1
1.53.5.143,74,spam,26.03.2020 17:50,1
1.47.43.225,74,spam,26.03.2020 17:50,1
1.39.77.253,74,spam,26.03.2020 17:50,1
1.46.224.159,74,spam,01.05.2019 21:50,1
1.52.61.61,74,spam,25.03.2020 22:10,1
1.46.36.230,74,spam,24.07.2017 06:40,1
1.46.39.220,74,spam,26.03.2020 13:50,1
1.39.192.51,74,spam,26.03.2020 13:50,1
1.55.146.0,74,spam,26.03.2020 13:50,1
1.54.8.54,74,spam,14.12.2019 21:50,1
1.53.37.101,74,spam,15.03.2020 06:10,1
1.54.203.103,74,spam,12.12.2019 05:50,1
1.52.55.197,74,spam,21.03.2020 17:50,1
1.54.242.250,74,spam,26.03.2020 10:10,1
1.160.163.161,74,spam,19.01.2020 02:10,1
1.163.48.68,74,spam,21.12.2019 02:00,1
1.55.40.96,74,spam,18.07.2016 07:00,1
1.55.199.102,74,spam,25.07.2016 11:20,1
1.54.8.255,74,spam,12.06.2018 09:50,1
1.52.172.139,74,spam,04.03.2020 22:00,1
1.164.171.105,74,spam,13.11.2019 02:00,1
1.53.206.35,74,spam,09.08.2019 14:10,1
1.46.34.37,74,spam,14.08.2017 02:50,1
1.55.49.220,74,spam,09.06.2016 23:00,1
1.164.168.253,74,spam,26.03.2020 02:00,1
1.160.17.231,74,spam,26.03.2020 02:00,1
1.38.181.137,74,spam,25.03.2020 22:10,1
1.22.167.59,74,spam,25.03.2020 22:10,1
1.47.35.29,74,spam,18.08.2017 18:40,1
1.53.5.49,74,spam,25.03.2020 17:50,1
1.53.7.202,74,spam,25.03.2020 17:50,1
1.55.93.60,74,spam,25.03.2020 17:50,1
1.47.75.153,74,spam,09.01.2017 23:20,1
1.55.64.189,74,spam,02.10.2016 19:33,1
1.47.203.159,74,spam,25.03.2020 14:00,1
1.52.202.46,74,spam,25.03.2020 14:00,1
1.54.206.60,74,spam,24.02.2020 22:00,1
1.23.246.16,74,spam,18.07.2018 17:50,1
1.53.30.249,74,spam,15.03.2020 09:50,1
1.52.57.227,74,spam,22.03.2020 09:50,1
1.160.166.250,74,spam,25.03.2020 09:50,1
1.55.86.233,74,spam,25.03.2020 09:50,1
1.23.194.35,74,spam,27.07.2019 14:10,1
1.160.34.113,74,spam,25.03.2020 06:00,1
1.162.212.209,74,spam,25.03.2020 06:00,1
1.162.51.28,74,spam,24.03.2020 02:00,1
1.162.162.213,74,spam,25.03.2020 02:10,1
1.160.34.66,74,spam,25.03.2020 02:10,1
1.39.173.137,74,spam,24.03.2020 21:50,1
1.53.8.38,74,spam,24.03.2020 21:50,1
1.163.46.195,74,spam,21.03.2020 09:50,1
1.52.130.190,74,spam,24.03.2020 17:50,1
1.55.61.150,74,spam,21.03.2020 14:00,1
1.54.67.130,74,spam,24.03.2020 13:50,1
1.38.80.76,74,spam,24.03.2020 13:50,1
1.23.226.167,74,spam,27.03.2019 21:50,1
1.53.17.204,74,spam,27.10.2018 01:40,1
1.54.208.78,74,spam,15.10.2017 03:20,1
1.54.6.197,74,spam,03.08.2016 14:40,1
1.53.88.216,74,spam,09.03.2020 10:00,1
1.53.26.233,74,spam,24.03.2020 10:10,1
1.162.109.96,74,spam,24.03.2020 10:10,1
1.160.10.4,74,spam,24.03.2020 10:10,1
1.160.165.200,74,spam,24.03.2020 10:10,1
1.52.53.237,74,spam,29.07.2019 14:20,1
1.23.56.190,74,spam,23.03.2020 18:00,1
1.52.110.147,74,spam,28.10.2019 14:00,1
1.162.102.214,74,spam,24.03.2020 06:10,1
1.162.212.73,74,spam,24.03.2020 06:10,1
1.52.235.14,74,spam,24.03.2020 06:10,1
1.164.170.84,74,spam,24.03.2020 06:10,1
1.162.127.134,74,spam,24.03.2020 02:00,1
1.162.167.4,74,spam,24.03.2020 02:00,1
1.160.16.194,74,spam,24.03.2020 02:00,1
1.162.110.138,74,spam,28.01.2020 02:00,1
1.53.200.149,74,spam,14.03.2020 10:10,1
1.53.158.107,74,spam,23.03.2020 18:00,1
1.160.124.143,74,spam,22.03.2020 09:50,1
1.53.199.115,74,spam,23.03.2020 06:00,1
1.53.206.111,74,spam,23.03.2020 10:10,1
1.47.45.153,74,spam,23.03.2020 10:10,1
1.53.36.194,74,spam,22.03.2020 22:00,1
1.162.215.194,74,spam,23.03.2020 06:00,1
1.162.102.163,74,spam,23.03.2020 06:00,1
1.162.108.25,74,spam,23.03.2020 06:00,1
1.160.4.177,74,spam,23.03.2020 06:00,1
1.160.35.191,74,spam,23.03.2020 06:00,1
1.160.34.215,74,spam,23.03.2020 06:00,1
1.164.173.168,74,spam,23.03.2020 06:00,1
1.164.169.120,74,spam,23.03.2020 01:50,1
1.162.214.149,74,spam,23.03.2020 01:50,1
1.163.44.112,74,spam,02.03.2020 02:10,1
1.52.35.83,74,spam,16.11.2017 05:50,1
1.55.45.168,74,spam,15.07.2016 18:30,1
1.55.207.34,74,spam,22.03.2020 18:00,1
1.23.79.69,74,spam,22.03.2020 18:00,1
1.1.110.21,74,spam,22.03.2020 18:00,1
1.46.110.148,74,spam,28.10.2016 15:50,1
1.47.76.87,74,spam,22.03.2020 13:50,1
1.38.52.136,74,spam,22.03.2020 13:50,1
1.54.194.72,74,spam,01.09.2016 02:30,1
1.162.109.232,74,spam,10.01.2020 06:00,1
1.55.42.166,74,spam,14.11.2016 06:40,1
1.53.67.23,74,spam,17.03.2020 10:10,1
